Human_Left_Thigh (Ang),Human_Left_Thigh (Vel),Human_Left_Thigh (Acc),Human_Left_Calf (Ang),Human_Left_Calf (Vel),Human_Left_Calf (Acc),Human_Right_Thigh (Ang),Human_Right_Thigh (Vel),Human_Right_Thigh (Acc),Human_Right_Calf (Ang),Human_Right_Calf (Vel),Human_Right_Calf (Acc),Left_Plantar_Pressure (1),Left_Plantar_Pressure (2),Left_Plantar_Pressure (3),Right_Plantar_Pressure (1),Right_Plantar_Pressure (2),Right_Plantar_Pressure (3)
87.8961,33.9355,-0.136719,97.4377,24.8413,-0.124512,80.321,-119.507,0.121094,114.711,38.147,-0.546875,34,81,215,6,8,5
88.2697,34.4238,-0.128906,97.7124,23.6206,-0.121094,80.321,-119.507,0.121094,114.711,38.147,-0.546875,6,79,205,8,7,21
88.2697,34.4238,-0.128906,97.7124,23.6206,-0.121094,80.321,-119.507,0.121094,114.711,38.147,-0.592773,6,79,205,8,7,21
88.2697,34.4238,-0.142578,97.7124,22.2778,-0.141602,80.321,-120.178,0.0493164,114.711,25.9399,-0.592773,6,79,205,8,7,21
88.2697,34.5459,-0.142578,97.9816,22.2778,-0.141602,79.173,-120.178,0.0493164,114.953,25.9399,-0.592773,6,79,205,8,7,21
88.6432,34.5459,-0.142578,97.9816,22.2778,-0.141602,79.173,-120.178,-0.0214844,114.953,25.9399,-0.592773,33,81,227,6,5,20
89.0002,33.0811,-0.151367,98.2397,21.1182,-0.159668,78.0304,-120.3,-0.0620117,115.041,14.2212,-0.624023,39,84,208,7,7,2
89.3628,32.959,-0.158691,98.2397,21.1182,-0.159668,76.8823,-120.789,-0.0620117,114.975,2.92969,-0.624023,39,84,208,7,7,2
89.3628,32.959,-0.158691,98.4869,20.0195,-0.159668,76.8823,-120.789,-0.0620117,114.975,2.92969,-0.624023,23,84,234,7,7,2
89.3628,32.959,-0.158691,98.4869,19.043,-0.14209,75.7233,-121.216,-0.0957031,114.772,-8.05664,-0.604492,23,84,234,7,7,2
89.3628,32.959,-0.158691,98.7012,19.043,-0.14209,75.7233,-121.216,-0.0957031,114.772,-8.05664,-0.604492,23,84,234,7,7,2
89.3628,32.959,-0.158691,98.7012,19.043,-0.14209,75.7233,-121.216,-0.0957031,114.772,-8.05664,-0.604492,4,86,61,7,9,8
90.1099,35.0952,-0.157227,98.8989,18.0054,-0.14209,74.5752,-121.46,-0.117188,114.459,-18.6768,-0.580566,4,89,48,6,8,1
90.1099,35.0952,-0.157227,98.8989,17.6392,-0.129395,73.4381,-122.07,-0.115234,114.036,-29.1138,-0.57666,4,89,48,6,8,1
90.4889,35.7056,-0.127441,99.2505,17.7002,-0.132812,72.3175,-122.07,-0.0883789,113.519,-39.6729,-0.581055,4,86,46,6,8,1
90.4889,35.7056,-0.127441,99.2505,17.7002,-0.132812,72.3175,-122.07,-0.0883789,113.519,-39.6729,-0.581055,4,86,46,6,8,1
90.8624,35.7056,-0.127441,99.2505,17.7002,-0.132812,72.3175,-122.07,-0.0883789,113.519,-39.6729,-0.581055,4,86,46,6,8,1
90.8624,35.7056,-0.127441,99.2505,17.7002,-0.132812,72.3175,-122.07,-0.0883789,113.519,-39.6729,-0.581055,4,92,47,9,8,2
90.8624,35.7056,-0.127441,99.2505,17.4561,-0.15332,71.2244,-120.483,-0.0693359,113.519,-39.6729,-0.572266,4,92,47,9,8,2
91.2195,34.2407,-0.113281,99.4043,17.7002,-0.168945,70.1697,-117.981,-0.0668945,112.223,-59.9365,-0.569824,5,91,27,8,8,4
91.2195,32.7759,-0.097168,99.5526,17.7002,-0.168945,70.1697,-117.981,-0.0668945,112.223,-59.9365,-0.569824,5,91,27,8,8,4
91.5656,32.7759,-0.097168,99.5526,17.7002,-0.168945,70.1697,-117.981,-0.0668945,112.223,-59.9365,-0.569824,6,91,30,6,8,6
91.5656,32.7759,-0.097168,99.5526,17.7002,-0.168945,70.1697,-117.981,-0.0405273,112.223,-59.9365,-0.575684,6,91,30,6,8,6
91.5656,32.7759,-0.097168,99.5526,18.5547,-0.163086,69.1479,-115.417,-0.0405273,111.459,-69.3359,-0.575684,6,91,30,6,8,6
91.5656,32.3486,-0.102539,99.6899,18.5547,-0.163086,69.1479,-115.417,-0.0405273,111.459,-69.3359,-0.575684,6,91,30,6,8,6
